ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID
,4688,2026-04-18 18:15:08.994043+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.1202.10.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--expose-gc --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --time-ticks-at-unix-epoch=-1776535750144736 --launch-time-ticks=358794019 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3464,i,4438984294782976393,14617289308977886881,2097152 --field-trial-handle=2184,i,7867773475220497643,15113161362599012955,262144 --variations-seed-version --pseudonymization-salt-handle=2188,i,1245414037120468202,909865288720641458,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3480 /pfhostedapp:a8eda00653c581dfd3dbafe4c7afd6e7acade90e /prefetch:1",3829
,4688,2026-04-18 18:15:09.266052+00:00,pizza,-,C:\Windows\explorer.exe,"""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s",3830
C:\Windows\System32\mmc.exe,4689,2026-04-18 18:15:09.534447+00:00,pizza,,,,3831
,4688,2026-04-18 18:15:10.235455+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,consent.exe 4324 562 000002927F198360,3832
C:\Windows\System32\consent.exe,4689,2026-04-18 18:15:10.539858+00:00,DESKTOP-7CV8A7M$,,,,3833
,4688,2026-04-18 18:15:10.627611+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\explorer.exe,"""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s",3834
C:\Windows\System32\services.exe,4624,2026-04-18 18:15:23.638529+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3835
,4627,2026-04-18 18:15:23.638544+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3836
,4672,2026-04-18 18:15:23.639021+00:00,SYSTEM,,,,3837
,4688,2026-04-18 18:15:23.686422+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc,3838
C:\Windows\System32\svchost.exe,4689,2026-04-18 18:15:26.012306+00:00,DESKTOP-7CV8A7M$,,,,3839
C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,4689,2026-04-18 18:15:26.604782+00:00,DESKTOP-7CV8A7M$,,,,3840
,4798,2026-04-18 18:15:27.142040+00:00,DESKTOP-7CV8A7M$,Administrator,,,3841
,4798,2026-04-18 18:15:27.506268+00:00,DESKTOP-7CV8A7M$,DefaultAccount,,,3842
,4798,2026-04-18 18:15:27.648176+00:00,DESKTOP-7CV8A7M$,Guest,,,3843
,4798,2026-04-18 18:15:27.762115+00:00,DESKTOP-7CV8A7M$,pizza,,,3844
,4798,2026-04-18 18:15:27.775047+00:00,DESKTOP-7CV8A7M$,Administrator,,,3845
,4798,2026-04-18 18:15:27.776102+00:00,DESKTOP-7CV8A7M$,DefaultAccount,,,3846
,4798,2026-04-18 18:15:27.780859+00:00,DESKTOP-7CV8A7M$,Guest,,,3847
,4798,2026-04-18 18:15:27.857887+00:00,DESKTOP-7CV8A7M$,pizza,,,3848
,4798,2026-04-18 18:15:28.318012+00:00,DESKTOP-7CV8A7M$,Administrator,,,3849
,4798,2026-04-18 18:15:28.405142+00:00,DESKTOP-7CV8A7M$,DefaultAccount,,,3850
,4798,2026-04-18 18:15:28.408672+00:00,DESKTOP-7CV8A7M$,Guest,,,3851
,4798,2026-04-18 18:15:28.409351+00:00,DESKTOP-7CV8A7M$,pizza,,,3852
,4798,2026-04-18 18:15:28.803930+00:00,DESKTOP-7CV8A7M$,Administrator,,,3853
,4798,2026-04-18 18:15:28.846325+00:00,DESKTOP-7CV8A7M$,DefaultAccount,,,3854
,4798,2026-04-18 18:15:28.847160+00:00,DESKTOP-7CV8A7M$,Guest,,,3855
,4798,2026-04-18 18:15:28.848133+00:00,DESKTOP-7CV8A7M$,pizza,,,3856
,4799,2026-04-18 18:15:35.569235+00:00,pizza,Administrators,,,3857
C:\Windows\System32\RuntimeBroker.exe,4689,2026-04-18 18:15:40.820419+00:00,pizza,,,,3858
